Description,Basic Unit,Beginning Balance ,Quantity Received ,Quantity Dispensed ,Losses and Adjustments,Ending Balance (Physical Count)
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,0,0,0,0,0
Tabs Ibuprofen 200mg,1000's,1000,0,0,0,1000
Tabs Ibuprofen 200mg,1000's,1000,0,0,0,1000
Tabs Ibuprofen 200mg,1000's,1000,0,0,0,1000
Tabs Ibuprofen 200mg,1000's,1000,0,0,0,1000
Tabs Ibuprofen 200mg,1000's,1000,0,0,0,1000
Tabs Ibuprofen 200mg,1000's,1,0,0,0,1
Tabs Ibuprofen 200mg,1000's,1,0,0,0,1
Tabs Ibuprofen 200mg,1000's,1,0,0,0,1
Tabs Ibuprofen 200mg,1000's,0,1,0,0,1
Tabs Ibuprofen 200mg,1000's,0,i,0,0,1
Tabs Ibuprofen 200mg,1000's,0,I000,0,0,i000
Tabs Ibuprofen 200mg,1000's,0,1000,0,0,1000
Tabs Ibuprofen 200mg,1000's,0,50,50,0,0
Tabs Ibuprofen 200mg,1000's,0,20000,6000,0,14000
Tabs Ibuprofen 200mg,1000's,0,2,1,0,1
Tabs Ibuprofen 200mg,1000's,0,2,1,0,1
Tabs Ibuprofen 200mg,1000's,0,100,100,0,0
Tabs Ibuprofen 200mg,1000's,0,2,2,0,0
Tabs Ibuprofen 200mg,1000's,0,30,30,0,0
Tabs Ibuprofen 200mg,1000's,1000,0,300,0,700
Tabs Ibuprofen 200mg,1000's,15,0,4,0,11
Tabs Ibuprofen 200mg,1000's,600,0,200,0,400
Tabs Ibuprofen 200mg,1000's,2000,0,1000,0,1000
Tabs Ibuprofen 200mg,1000's,1,0,1,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,0,0,0,0,0
Tabs Magnesium Transilicate,1000's,500,0,0,0,500
Tabs Magnesium Transilicate,1000's,3000,0,0,0,3000
Tabs Magnesium Transilicate,1000's,1,0,0,0,1
Tabs Magnesium Transilicate,1000's,1,0,0,0,1
Tabs Magnesium Transilicate,1000's,1,0,0,0,1
Tabs Magnesium Transilicate,1000's,1,0,0,0,1
Tabs Magnesium Transilicate,1000's,1,0,0,0,1
Tabs Magnesium Transilicate,1000's,0,1,0,0,1
Tabs Magnesium Transilicate,1000's,0,1,1,0,0
Tabs Magnesium Transilicate,1000's,0,3000,2000,0,1000
Tabs Magnesium Transilicate,1000's,0,2,1,0,1
Tabs Magnesium Transilicate,1000's,0,1,1,0,0
Tabs Magnesium Transilicate,1000's,0,1,1,0,0
Tabs Magnesium Transilicate,1000's,0,1,1,0,0
Tabs Magnesium Transilicate,1000's,0,1,1,0,0
Tabs Magnesium Transilicate,1000's,400,0,250,0,150
Tabs Magnesium Transilicate,1000's,3000,0,1000,0,2000
Tabs Magnesium Transilicate,1000's,1,0,0.5,0,0.5
Tabs Magnesium Transilicate,1000's,600,0,250,0,350
Tabs Magnesium Transilicate,1000's,1,0,1,0,0
Tabs Metronidazole 200mg,1000's,1.4,5,2.3,0,4.1
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,0,0,0,0,0
Tabs Paracetamol 500mg,1000's,1,0,0,0,0
Tabs Paracetamol 500mg,1000's,5,0,0,0,0
Tabs Paracetamol 500mg,1000's,2,0,0,0,2
Tabs Paracetamol 500mg,1000's,1,0,0,0,1
Tabs Paracetamol 500mg,1000's,0,1000,0,0,1000
Tabs Paracetamol 500mg,1000's,0,s,0,0,5
Tabs Paracetamol 500mg,1000's,5.4,5,8.6,0,1.8
Tabs Paracetamol 500mg,1000's,2000,5000,1000,0,6000
Tabs Paracetamol 500mg,1000's,5,5,1,0,9
Tabs Paracetamol 500mg,1000's,1,1,1,0,0
Tabs Paracetamol 500mg,1000's,5,5,3,0,2
Tabs Paracetamol 500mg,1000's,0,3000,1000,0,2000
Tabs Paracetamol 500mg,1000's,0,2000,1000,0,1000
Tabs Paracetamol 500mg,1000's,0,8000,4000,0,4000
Tabs Paracetamol 500mg,1000's,0,5,3,0,2
Tabs Paracetamol 500mg,1000's,0,5000,3000,0,2000
Tabs Paracetamol 500mg,1000's,0,5,2,0,3
Tabs Paracetamol 500mg,1000's,0,5000,1000,0,4000
Tabs Paracetamol 500mg,1000's,0,2000,1000,0,1000
Tabs Paracetamol 500mg,1000's,0,5000,1000,0,4000
Tabs Paracetamol 500mg,1000's,0,2,2,0,0
Tabs Paracetamol 500mg,1000's,0,8000,5000,0,3000
Tabs Paracetamol 500mg,1000's,0,5,5,0,0
Tabs Paracetamol 500mg,1000's,0,2,2,0,0
Tabs Paracetamol 500mg,1000's,0,2,2,0,0
Tabs Paracetamol 500mg,1000's,0,2,1,0,1
Tabs Paracetamol 500mg,1000's,1,0,40,0,60
Tabs Paracetamol 500mg,1000's,2000,0,500,0,1500
Tabs Paracetamol 500mg,1000's,2,0,1,0,1
Tabs Paracetamol 500mg,1000's,2,0,1,0,1
Tabs Paracetamol 500mg,1000's,3000,0,1000,0,2000
Tabs Paracetamol 500mg,1000's,3000,0,1000,0,2000
Tabs Paracetamol 500mg,1000's,2,0,1,0,1
Tabs Paracetamol 500mg,1000's,4000,0,1000,0,3000
Tabs Paracetamol 500mg,1000's,1000,0,500,0,500
Tabs Paracetamol 500mg,1000's,4000,0,1000,0,3000
Tabs Paracetamol 500mg,1000's,3000,0,1000,0,2000
Tabs Paracetamol 500mg,1000's,140,0,140,0,0
Tabs Paracetamol 500mg,1000's,1,0,1,0,0
Tabs Paracetamol 500mg,1000's,1,0,1,0,0
Tabs Paracetamol 500mg,1000's,2,0,2,0,0
Tabs Paracetamol 500mg,1000's,1,0,1,0,0
Tabs Paracetamol 500mg,1000's,3000,0,3000,0,0
Tabs Paracetamol 500mg,1000's,4000,0,4000,0,0
50% Dextrose,100ml,170,0,0,10,10
50% Dextrose,100ml,170,6,1020,0,6
50% Dextrose,100ml,170,10,1700,0,10
Benzylbenzoate lotion,100ml,150,0,0,0,0
Benzylbenzoate lotion,100ml,150,0,0,0,0
Benzylbenzoate lotion,100ml,150,0,0,0,0
Calamine lotion,100ml,120,0,0,0,0
Calamine lotion,100ml,120,10,1200,0,10
Calamine lotion,100ml,120,10,1200,0,10
I.V Metronidazole,100ml,125,0,0,0,0
I.V Metronidazole,100ml,125,0,0,0,0
I.V Metronidazole,100ml,125,0,0,0,0
I.V.Ciprofloxacin,100ml,170,0,0,50,50
I.V.Ciprofloxacin,100ml,170,0,0,100,100
I.V.Ciprofloxacin,100ml,170,80,13600,0,80
I.V.Metronidazole,100ml,120,0,0,0,0
I.V.Metronidazole,100ml,120,0,0,0,0
I.V.Metronidazole,100ml,120,0,0,0,0
Methylated Spirit,100ml,120,0,0,0,0
Methylated Spirit,100ml,120,0,0,24,24
Methylated Spirit,100ml,120,0,0,24,24
Susp Amoxicillin 125mg/5ml,100ml,200,0,0,0,0
Susp Amoxicillin 125mg/5ml,100ml,200,0,0,0,0
Susp Amoxicillin 125mg/5ml,100ml,200,0,0,0,0
Susp Ampiclox Drop,100ml,300,0,0,0,0
Susp Ampiclox Drop,100ml,300,0,0,24,24
Susp Ampiclox Drop,100ml,230,0,0,24,24
Susp Cefuroxime,100ml,900,0,0,0,0
Susp Cefuroxime,100ml,900,0,0,0,0
Susp Cefuroxime,100ml,900,0,0,0,0
Susp Erythromycin,100ml,200,0,0,0,0
Susp Erythromycin,100ml,200,0,0,0,0
Susp Erythromycin,100ml,200,0,0,0,0
Syr Vit. B Complex,100ml,100,20,2000,20,40
Syr Vit. B Complex,100ml,100,20,2000,20,40
Syr Vit. B Complex,100ml,100,20,2000,0,20
Syr Vitamin C,100ml,180,0,0,0,0
Syr Vitamin C,100ml,100,30,3000,30,60
Syr Vitamin C,100ml,180,20,3600,0,20
Tutolin Cough Syrup (A){Stop Cough},100ml,120,0,0,100,100
Tutolin Cough Syrup (A){Stop Cough},100ml,100,60,6000,50,110
Tutolin Cough Syrup (A){Stop Cough},100ml,100,70,7000,0,70
Tutolin Cough Syrup (P){Stop Cough},100ml,120,0,0,100,100
Tutolin Cough Syrup (P){Stop Cough},100ml,100,90,9000,0,90
Tutolin Cough Syrup (P){Stop Cough},100ml,100,120,12000,0,120
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,0,0,0,0,0
Aqua 10ml,100's,100,0,0,0,100
Aqua 10ml,100's,100,0,0,0,100
Aqua 10ml,100's,100,0,0,0,100
Aqua 10ml,100's,99,0,0,0,99
Aqua 10ml,100's,100,0,0,0,100
Aqua 10ml,100's,0,0,0,0,10
Aqua 10ml,100's,100,0,0,0,100
Aqua 10ml,100's,100,0,0,0,100
Aqua 10ml,100's,100,0,0,0,100
Aqua 10ml,100's,99,0,0,0,99
Aqua 10ml,100's,100,0,0,0,100
Aqua 10ml,100's,1,0,0,0,1
Aqua 10ml,100's,1,0,0,0,1
Aqua 10ml,100's,1,0,0,0,1
Aqua 10ml,100's,1,0,0,0,1
Aqua 10ml,100's,0,100,0,0,100
Aqua 10ml,100's,0,100,0,0,100
Aqua 10ml,100's,1,1,1,0,1
Aqua 10ml,100's,10,10,10,0,10
Aqua 10ml,100's,2,2,2,0,2
Aqua 10ml,100's,100,100,30,0,70
Aqua 10ml,100's,10,10,10,0,10
Aqua 10ml,100's,0,100,10,0,90
Aqua 10ml,100's,0,2,1,0,1
Aqua 10ml,100's,0,6,6,0,0
Aqua 10ml,100's,0,1000,450,0,550
Aqua 10ml,100's,0,1,1,0,0
Aqua 10ml,100's,0,100,8,0,92
Aqua 10ml,100's,0,1,1,0,0
Aqua 10ml,100's,0,100,40,0,60
Aqua 10ml,100's,99,0,4,0,95
Aqua 10ml,100's,2.4,0,0.1,0,2.3
Aqua 10ml,100's,1,0,1,0,0
Aqua 10ml,100's,15,0,15,0,0
Butterfly needle 21G,100's,2000,0,0,2,2
Butterfly needle 21G,100's,2000,1,2000,2,3
Butterfly needle 21G,100's,2000,1,2000,1,2
Butterfly needle 21G,100's,0.7,0,0.3,0,0.4
Butterfly needle 23G,100's,2400,0,0,0,0
Butterfly needle 23G,100's,0.2,0,0,0,0.2
Butterfly needle 23G,100's,2400,0,0,2,2
Butterfly needle 23G,100's,2400,1,2400,0,1
Cap Ampiclox 500mg(Vanclox),100's,1000,0,0,0,0
Cap Ampiclox 500mg(Vanclox),100's,1000,0,0,0,0
Cap Ampiclox 500mg(Vanclox),100's,1000,0,0,0,0
Cap Fluconazole 50mg,100's,0.6,0,0.2,0,0.4
Cap Piroxicam,100's,1.5,0,0.5,0,1
Cap Tetracycline 250mg,100's,220,0,0,0,0
Cap Tetracycline 250mg,100's,220,0,0,0,0
Cap Tetracycline 250mg,100's,220,0,0,0,0
Cap. Amoxycillin 250mg,100's,1000,0,0,0,0
Cap. Amoxycillin 250mg,100's,1000,4,4000,10,14
Cap. Amoxycillin 250mg,100's,1000,10,10000,0,10
Cap. Amoxycillin 500mg (Flavimox),100's,1200,0,0,0,0
Cap. Amoxycillin 500mg (Flavimox),100's,1200,0,0,100,100
Cap. Amoxycillin 500mg (Flavimox),100's,1200,30,36000,0,30
Cap. Ampiclox 500mg,100's,1650,0,0,0,0
Cap. Ampiclox 500mg,100's,1650,0,0,0,0
Cap. Ampiclox 500mg,100's,1650,0,0,0,0
Cap. Ampiclox 500mg,100's,1600,0,0,10,10
Cap. Ampiclox 500mg,100's,1600,6,9600,10,16
Cap. Ampiclox 500mg,100's,1600,6,9600,0,6
Cap. Chloramphenicol 250mg,100's,400,0,0,0,0
Cap. Chloramphenicol 250mg,100's,400,0,0,0,0
Cap. Chloramphenicol 250mg,100's,400,0,0,0,0
Cap. Doxycycline,100's,450,0,0,0,0
Cap. Doxycycline,100's,450,0,0,0,0
Cap. Doxycycline,100's,450,0,0,0,0
Cap. Doxycycline,100's,705,5,3525,0,5
Cap. Doxycycline,100's,705,10,7050,0,10
Cap. Doxycycline,100's,705,12,8460,0,12
Cap. Piroxicam 20mg,100's,200,0,0,0,0
Cap. Piroxicam 20mg,100's,200,0,0,0,0
Cap. Piroxicam 20mg,100's,200,0,0,0,0
Cap. Tetracycline 250mg,100's,220,0,0,0,0
Cap. Tetracycline 250mg,100's,220,0,0,0,0
Cap. Tetracycline 250mg,100's,220,0,0,0,0
Caps Amoxicillin 250mg,100's,7.5,0,2.1,0,5.4
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,0,0,0,0,0
Caps Amoxicillin 500mg,100's,200,0,0,0,0
Caps Amoxicillin 500mg,100's,700,0,0,0,700
Caps Amoxicillin 500mg,100's,1,0,0,0,1
Caps Amoxicillin 500mg,100's,0,20oo,0,0,2000
Caps Amoxicillin 500mg,100's,0,1,0,0,1
Caps Amoxicillin 500mg,100's,1,1,1,0,1
Caps Amoxicillin 500mg,100's,1,1,1,0,1
Caps Amoxicillin 500mg,100's,2,2,1,0,3
Caps Amoxicillin 500mg,100's,200,200,100,0,0
Caps Amoxicillin 500mg,100's,1,1,1,0,0
Caps Amoxicillin 500mg,100's,100,100,50,0,50
Caps Amoxicillin 500mg,100's,0,1000,350,0,650
Caps Amoxicillin 500mg,100's,0,1000,1000,0,0
Caps Amoxicillin 500mg,100's,0,10,10,0,0
Caps Amoxicillin 500mg,100's,0,1000,1000,0,0
Caps Amoxicillin 500mg,100's,0,10,3,0,7
Caps Amoxicillin 500mg,100's,0,100,40,0,60
Caps Amoxicillin 500mg,100's,0,2,1,0,1
Caps Amoxicillin 500mg,100's,0,1,1,0,0
Caps Amoxicillin 500mg,100's,0,1000,400,0,600
Caps Amoxicillin 500mg,100's,0,1,1,0,0
Caps Amoxicillin 500mg,100's,0,10,1,0,9
Caps Amoxicillin 500mg,100's,0,1000,300,0,700
Caps Amoxicillin 500mg,100's,0,500,500,0,0
Caps Amoxicillin 500mg,100's,0,10,6,0,4
Caps Amoxicillin 500mg,100's,0,3,1,0,2
Caps Amoxicillin 500mg,100's,0,200,200,0,0
Caps Amoxicillin 500mg,100's,60,0,20,0,40
Caps Amoxicillin 500mg,100's,4,0,3,0,1
Caps Amoxicillin 500mg,100's,6,0,2,0,4
Caps Amoxicillin 500mg,100's,600,0,100,0,500
Caps Amoxicillin 500mg,100's,700,0,700,0,0
Caps Amoxicillin 500mg,100's,14,0,14,0,0
Caps Amoxicillin 500mg,100's,150,0,150,0,0
Caps Amoxicillin 500mg,100's,1,0,1,0,0
Caps Amoxicillin 500mg,100's,150,0,150,0,0
Caps Amoxicillin 500mg,100's,1000,0,1000,0,0
Caps Amoxicillin 500mg,100's,1,0,1,0,0
Caps Amoxicillin 500mg,100's,1,0,1,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,0,0,0,0
Caps Ampiclox 500mg,100's,0,2,0,0,0
Caps Ampiclox 500mg,100's,10,0,0,0,10
Caps Ampiclox 500mg,100's,50,0,0,0,50
Caps Ampiclox 500mg,100's,1,0,0,0,1
Caps Ampiclox 500mg,100's,1,1,1,0,1
Caps Ampiclox 500mg,100's,0.2,2,0.2,0,2
Caps Ampiclox 500mg,100's,1,1,1,0,1
Caps Ampiclox 500mg,100's,10,10,7,0,13
Caps Ampiclox 500mg,100's,10,10,5,0,5
Caps Ampiclox 500mg,100's,0,300,30,0,270
Caps Ampiclox 500mg,100's,0,10,5,0,5
Caps Ampiclox 500mg,100's,0,100,100,0,0
Caps Ampiclox 500mg,100's,0,5,2,0,3
Caps Ampiclox 500mg,100's,0,100,50,0,50
Caps Ampiclox 500mg,100's,0,20,5,0,15
Caps Ampiclox 500mg,100's,0,2,1,0,1
Caps Ampiclox 500mg,100's,0,100,40,0,60
Caps Ampiclox 500mg,100's,0,2,1,0,1
Caps Ampiclox 500mg,100's,0,2000,100,0,1900
Caps Ampiclox 500mg,100's,0,10,3,0,7
Caps Ampiclox 500mg,100's,0,3,1,0,2
Caps Ampiclox 500mg,100's,1800,0,300,0,1500
Caps Ampiclox 500mg,100's,2,0,1,0,1
Caps Ampiclox 500mg,100's,5,0,3,0,2
Caps Ampiclox 500mg,100's,3,0,2,0,1
Caps Ampiclox 500mg,100's,100,0,50,0,50
Caps Ampiclox 500mg,100's,10,0,7,0,3
Caps Ampiclox 500mg,100's,7,0,4,0,3
Caps Ampiclox 500mg,100's,60,0,30,0,30
Caps Ampiclox 500mg,100's,2,0,1,0,1
Caps Ampiclox 500mg,100's,40,0,20,0,20
Caps Ampiclox 500mg,100's,1900,0,100,0,1800
Caps Ampiclox 500mg,100's,20,0,20,0,0
Caps Ampiclox 500mg,100's,5,0,5,0,0
Caps Ampiclox 500mg,100's,1,0,1,0,0
Caps Ampiclox 500mg,100's,1,0,1,0,0
Caps Ampiclox 500mg,100's,3,0,3,0,0
Caps Ampiclox 500mg,100's,20,0,20,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
Caps Doxycycline 100mg,100's,0,0,0,0,0
